,inmueble,municipio,clave_ct,responsable,turno,nombre_ct,director,nivel,matricula,docente,grupos,aulas_existentes,aulas_uso,inversion_tiempo_completo_2014,inversion_tiempo_completo_2015,beneficiarios_alimentos_dif_2014,inversion_aulas_interactivas_2015,inversion_aulas_interactivas_2014,inversion_aulas_interactivas_2013,aulas_interactivas_observacion,inversion_aulas_provisionales_2013,inversion_aulas_provisionales_2014,inversion_aulas_provisionales_2015,aulas_provisionales_observacion,conectividad,inversion_pec_2013,observacion_pec2013,inversion_pec_2014,observacion_pec2014,inversion_mobiliario,observacion_mobiliario,inversion_excelencia_2014,inversion_pes_2013,inversion_pes_2014,inversion_coniba_2013,inversion_escuela_digna_2013,inversion_fonden_2013,inversion_programa_sana_2013,inversion_coniba_2014,inversion_escuelas_de_tiempo_completo_2014,inversion_escuela_digna_2014,inversion_faeb_2014,inversion_fonden_2014,inversion_infraestructura_educativa_estatal_2014_(recurso_2013),inversion_programa_escuelas_de_excelencia_2014,inversion_programa_sana_2014,inversion_programa_coniba_2015,inversion_escuelas_de_tiempo_completo_2015_(recurso_2014),inversion_programa_escuela_digna_2015,inversion_faeb_2015,inversion_fonden_2015,inversion_infraestructura_educativa_estatal_2015_(recurso_2013),inversion_programa_escuelas_de_excelencia_2015_(recurso_2014),inversion_programa_sana_2015,otros_programas
678,1408946E,SAN CRISTOBAL DE LA BARRANCA,14EPR0650A,R,MATUTINO,REFUGIO RODRIGUEZ A,MARIA ABRIL SANCHEZ CHAVEZ,PRIMARIA,111.0,6.0,6.0,6.0,6.0,90000.0,180000.0,BENEFICIARIOS = 91 / ALIMENTO CALIENTE,,,,,,,,,,90000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=111,,,,,,,,,,,,,,900000.0,,,,,,,,,,,,,,
679,1410077E,SAN CRISTOBAL DE LA BARRANCA,14DJN5012W,R,MATUTINO,SOR JUANA INES DE LA CRUZ,SANDRA IBET CARRILLO HERRERA,PREESCOLAR,5.0,1.0,2.0,1.0,1.0,,,BENEFICIARIOS = 4 / ALIMENTO CALIENTE,,,,,,,,,,,,33000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=5,,,,,,,,,,,,,,,,,,,,,,,,,,
680,1410078X,SAN CRISTOBAL DE LA BARRANCA,14DJN5015T,R,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,MARIANA CASTRO CASTRO,PREESCOLAR,5.0,1.0,2.0,1.0,1.0,,,BENEFICIARIOS = 5 / ALIMENTO FRIO,,,,,,,,,,,,33000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=10,,,,,,,,,,,,,,,,,,,,,,,,,,
681,1410079B,SAN CRISTOBAL DE LA BARRANCA,14DJN5016S,R,MATUTINO,BENITO JUAREZ,LORENA RIVERA LUNA,PREESCOLAR,7.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,33000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=8,,,,,,,,,,,,,,,,,,,,,,,,,,
682,1410080A,SAN CRISTOBAL DE LA BARRANCA,14DJN5017R,R,MATUTINO,JOSE MA MORELOS Y PAVON,MARTHA AZUCENA FRIAS GAMEZ,PREESCOLAR,13.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,33000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=10,,,,,,,,,,,,,,,,,,,,,,,,,,
683,1410081E,SAN CRISTOBAL DE LA BARRANCA,14DJN5018Q,R,MATUTINO,INSURGENTES,AMELIA AVILA VEGA,PREESCOLAR,6.0,1.0,3.0,1.0,1.0,,,BENEFICIARIOS = 6 / ALIMENTO CALIENTE,,,,,,,500000.0,TOTAL DE AULAS = 1/ POR SUSTITUIR USO EDUC = 1/ OTRO USO = 0/ OBSERVACIONES USO EDUCATIVO/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =1,,,,,,,,50000.0,,,,,,,,,,,,,,,,,,,,,,,
684,1410087G,SAN CRISTOBAL DE LA BARRANCA,14DJN5209G,R,MATUTINO,JUAN DE LA BARRERA,ESPERANZA SANDOVAL LEDEZMA,PREESCOLAR,14.0,1.0,2.0,2.0,1.0,,,BENEFICIARIOS = 12 / ALIMENTO CALIENTE,,,,,,,,,,,,33000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=13,,,,,,,,,,,,,,,,,,,,,,,,,,
685,1410088K,SAN CRISTOBAL DE LA BARRANCA,14DJN5210W,R,MATUTINO,JUAN ESCUTIA,HILDA ARACELY BENITEZ BALTIERRA,PREESCOLAR,7.0,1.0,2.0,1.0,1.0,,,BENEFICIARIOS = 7 / ALIMENTO CALIENTE,,,,,,,,,,,,33000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=10,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1410136E,SAN CRISTOBAL DE LA BARRANCA,14DPR0760H,R,MATUTINO,5 DE MAYO,ARTURO PLATA PEÃA,PRIMARIA,9.0,1.0,3.0,2.0,1.0,,,BENEFICIARIOS = 9 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,1410137X,SAN CRISTOBAL DE LA BARRANCA,14DPR0764D,R,MATUTINO,EMILIANO ZAPATA,EDUARDO HAGGAY CISNEROS VELAZQUEZ,PRIMARIA,36.0,2.0,6.0,3.0,2.0,,,BENEFICIARIOS = 33 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,1410138B,SAN CRISTOBAL DE LA BARRANCA,14DPR0769Z,R,MATUTINO,LA CORREGIDORA,ROSA ALEJANDRA HERNANDEZ MONTAÃO,PRIMARIA,13.0,1.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,1410198C,SAN CRISTOBAL DE LA BARRANCA,14DPR3128Z,R,MATUTINO,GUADALUPE VICTORIA,BRTHA LETICIA ORTIZ LUNA,PRIMARIA,28.0,1.0,3.0,1.0,1.0,,,BENEFICIARIOS = 20 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1410198C,SAN CRISTOBAL DE LA BARRANCA,14DPR0134P,L,VESPERTINO,GUADALUPE VICTORIA,MARIA DE LOS ANGELES CORREA LAMAS,PRIMARIA,23.0,1.0,3.0,1.0,1.0,,,BENEFICIARIOS = 18 / ALIMENTO CALIENTE,,,,,,,,,,,,49000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=24,,,,,,,,,,,,,,,,,,,,,,,,,,
691,1410199G,SAN CRISTOBAL DE LA BARRANCA,14DPR3130N,R,MATUTINO,IGNACIO ZARAGOZA,MARIA ADRIANA PENA SANDOVAL,PRIMARIA,36.0,1.0,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,1410205G,SAN CRISTOBAL DE LA BARRANCA,14DPR3521B,R,MATUTINO,IGNACIO RAMIREZ,BERTHA ALICIA MARISCAL GONZALEZ,PRIMARIA,33.0,2.0,6.0,2.0,2.0,,,BENEFICIARIOS = 32 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,80670.52,,,,,,,,,,,,,,,,,,,,,416150.0,,
693,1410208H,SAN CRISTOBAL DE LA BARRANCA,14DPR3677C,R,VESPERTINO,JUSTO SIERRA,CECILIA GARCIA CASTRO,PRIMARIA,22.0,1.0,6.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,1410209A,SAN CRISTOBAL DE LA BARRANCA,14DPR3775D,R,VESPERTINO,5 DE MAYO,ARTURO PLATA PEÃA,PRIMARIA,10.0,1.0,3.0,2.0,1.0,,,BENEFICIARIOS = 8 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,1410226D,SAN CRISTOBAL DE LA BARRANCA,14DTV0359V,R,MATUTINO,LUIS DONALDO COLOSIO,LEONARDO ROMERO DURAN,SECUNDARIA,42.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,1410229E,SAN CRISTOBAL DE LA BARRANCA,14DTV0447P,R,MATUTINO,GUILLERMO GONZALEZ CAMARENA,JOSE ANTONIO RAMIREZ FLORES,SECUNDARIA,18.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,1410230D,SAN CRISTOBAL DE LA BARRANCA,14DTV0448O,R,MATUTINO,FERNANDO GONZALEZ SALAZAR,JOVITA DURAN MINERO,SECUNDARIA,16.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,69000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=26,,,,,,,,,,,,,,,,,,,,,,,,,,
698,1410231H,SAN CRISTOBAL DE LA BARRANCA,14DTV0466D,R,MATUTINO,LUIS DONALDO COLOSIO MURRIETA,OSWALDO AMADOR BARAJAS,SECUNDARIA,17.0,1.0,3.0,3.0,1.0,90000.0,179994.21,,150000.0,,,ESTADO = INSTALADO / AULAS INTERACTIVAS = 3,,,,TOTAL DE AULAS = 1/ POR SUSTITUIR USO EDUC = 0/ OTRO USO = 1/ OBSERVACIONES BIBLIOTECA/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,1407015B,SAN JUANITO DE ESCOBEDO,14DPR1601Z,R,MATUTINO,FRATERNIDAD,ADALBERTO RAMON GARZA SIERRA,PRIMARIA,162.0,6.0,6.0,11.0,6.0,90000.0,179993.34,BENEFICIARIOS = 55 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,50000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,1407015B,SAN JUANITO DE ESCOBEDO,14DPR0006U,L,VESPERTINO,LAZARO CARDENAS DEL RIO,ENRIQUE NOVELO PINO,PRIMARIA,33.0,3.0,6.0,6.0,3.0,,,BENEFICIARIOS = 28 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,8100.0,,,,,,,,,,,,,,,,,,,,,
701,1407016F,SAN JUANITO DE ESCOBEDO,14EES0505I,R,MATUTINO,MIXTA F 14,MARIA ANDREA HERNANDEZ CARRILLO,SECUNDARIA,225.0,16.0,7.0,7.0,7.0,,,,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,49200.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=342,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,
702,1407016F,SAN JUANITO DE ESCOBEDO,14EES0505I,L,VESPERTINO,MIXTA F 14,MARIA ANDREA HERNANDEZ CARRILLO,SECUNDARIA,91.0,14.0,3.0,6.0,3.0,,,,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1407017J,SAN JUANITO DE ESCOBEDO,14DJN1144M,R,MATUTINO,BENITO JUAREZ,VERONICA LUCINA MONTES DAMIAN,PREESCOLAR,92.0,4.0,4.0,4.0,4.0,,,BENEFICIARIOS = 31 / ALIMENTO FRIO,,,,,,,,,eJALISCO = 2 MB INSTALADO /,30000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=92,29000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=92,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,
704,1407018C,SAN JUANITO DE ESCOBEDO,14EPR1219B,R,MATUTINO,PATRIA,SOFIA ARMENTA VIRGEN,PRIMARIA,254.0,11.0,11.0,11.0,11.0,,,BENEFICIARIOS = 30 / ALIMENTO FRIO,,,,,,,,,eJALISCO = 2 MB INSTALADO /INTERNET PARTICULAR /,40000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=254,54400.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=254,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,
705,1407018C,SAN JUANITO DE ESCOBEDO,14EPR0197Z,L,VESPERTINO,PATRIA,ANTONIO OCTAVIO ESTRADA GOMEZ,PRIMARIA,200.0,8.0,8.0,8.0,8.0,,,BENEFICIARIOS = 25 / ALIMENTO FRIO,,,,,,,,,eJALISCO = 2 MB INSTALADO /INTERNET PARTICULAR /,40000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=200,35000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=200,,,,,,,,,,,,,,,,,,,,,,,,,,
706,1407020F,SAN JUANITO DE ESCOBEDO,14DJN1143N,R,MATUTINO,FEDERICO FROEBEL,DIANA ZULEMA SAAVEDRA VASQUEZ,PREESCOLAR,42.0,3.0,3.0,3.0,3.0,,,BENEFICIARIOS = 28 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,
707,1407020F,SAN JUANITO DE ESCOBEDO,14DJN1671E,L,VESPERTINO,FEDERICO FROEBEL,VERONICA LUCINA MONTES DAMIAN,PREESCOLAR,29.0,2.0,2.0,3.0,2.0,,,BENEFICIARIOS = 26 / ALIMENTO FRIO,,,,,,,,,eJALISCO = 2 MB INSTALADO /,30000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=29,29000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=22,,,,,,,,,,,,,,,,,,,,,,,,,,
708,1407021J,SAN JUANITO DE ESCOBEDO,14DJN0333Y,R,MATUTINO,EMILIANO ZAPATA,SHINTIA GRICELDA MONTES DAMIAN,PREESCOLAR,40.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1407022C,SAN JUANITO DE ESCOBEDO,14EJN0965J,R,MATUTINO,MARIA DEL REFUGIO MORALES VALDIVIA,MARIA DE LOURDES RUIZ RUVALCABA,PREESCOLAR,84.0,4.0,4.0,4.0,4.0,,,BENEFICIARIOS = 45 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /INTERNET PARTICULAR /,50000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=84,47000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=90,,,,,,,,,,,,,,,,,,,,,,,,,,
710,1407023G,SAN JUANITO DE ESCOBEDO,14DPR2684F,R,MATUTINO,CUAUHTEMOC,JOSUE QUINTANO RIVERA,PRIMARIA,58.0,3.0,6.0,3.0,3.0,,,BENEFICIARIOS = 43 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,84666.51,,,,,,,,,855926.62,,,,,,,,851578.91,,,,494802.35,,
711,1407024K,SAN JUANITO DE ESCOBEDO,14DJN0912F,R,MATUTINO,20 DE NOVIEMBRE,LAURA ALEJANDRA PARRA FREGOSO,PREESCOLAR,10.0,1.0,2.0,1.0,1.0,,,BENEFICIARIOS = 10 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,8100.0,,,,,,,,,,,,,,,,,,,,,
712,1407025D,SAN JUANITO DE ESCOBEDO,14DPR2683G,R,MATUTINO,ALBERTO TERAN,IRMA YOLANDA DIAZ GARAY,PRIMARIA,158.0,6.0,6.0,10.0,6.0,,,BENEFICIARIOS = 46 / ALIMENTO CALIENTE,,,,,,,,,,86000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=158,63800.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=158,,,,,9641.7,,,,,,,,,,,,,,,,,,,,,
713,1407025D,SAN JUANITO DE ESCOBEDO,14DPR2731Z,L,VESPERTINO,14 DE OCTUBRE,ARMANDO AURELIANO SIORDIA SANCHEZ,PRIMARIA,45.0,3.0,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1407026H,SAN JUANITO DE ESCOBEDO,14DJN0608W,R,MATUTINO,CARMEN SERDAN,MA GUADALUPE RODRIGUEZ BERNAL,PREESCOLAR,63.0,3.0,3.0,3.0,3.0,,,BENEFICIARIOS = 54 / ALIMENTO CALIENTE,,,,,,,500000.0,TOTAL DE AULAS = 1/ POR SUSTITUIR USO EDUC = 1/ OTRO USO = 0/ OBSERVACIONES USO EDUCATIVO/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =1,,,,,,,,,,9999.99,,,,,,,,,,,,,,,,,,,,,
715,1407027A,SAN JUANITO DE ESCOBEDO,14DJN0354K,R,MATUTINO,VICENTE GUERRERO,LUZ ELENA ACOSTA COVARRUBIAS,PREESCOLAR,29.0,2.0,3.0,2.0,2.0,,,BENEFICIARIOS = 30 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,1407028E,SAN JUANITO DE ESCOBEDO,14DPR2668O,R,MATUTINO,RAFAEL JIMENEZ,EDUARDO DELGADO GARCIA,PRIMARIA,61.0,3.0,6.0,6.0,3.0,,,BENEFICIARIOS = 20 / ALIMENTO FRIO,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,29000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=71,,,,,,,,,,,,,,,,,,,,,,,,,,
717,1407029X,SAN JUANITO DE ESCOBEDO,14EJN0851H,R,MATUTINO,NIÃOS HEROES,MARIA ICELA DOMINGUEZ RODRIGUEZ,PREESCOLAR,16.0,1.0,2.0,1.0,1.0,,,BENEFICIARIOS = 16 / ALIMENTO FRIO,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,1407030H,SAN JUANITO DE ESCOBEDO,14DPR2667P,R,MATUTINO,VICENTE GUERRERO,RAUL ROMERO MARTINEZ,PRIMARIA,44.0,2.0,6.0,2.0,2.0,,220623.5,BENEFICIARIOS = 25 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,
719,1407031A,SAN JUANITO DE ESCOBEDO,14DJN0610K,R,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,HORTENCIA HERNANDEZ JIMENEZ,PREESCOLAR,29.0,2.0,2.0,2.0,2.0,,,BENEFICIARIOS = 14 / ALIMENTO FRIO,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,8100.0,,,,,,,,,,,,,,,,,,,,,
720,1407032E,SAN JUANITO DE ESCOBEDO,14DPR2676X,R,MATUTINO,JOSE MA MORELOS Y PAVON,TERESA ANGELICA VELEZ SALAZAR,PRIMARIA,110.0,6.0,6.0,6.0,6.0,,,BENEFICIARIOS = 26 / ALIMENTO FRIO,,,,,,,,,eJALISCO = 2 MB INSTALADO /,56000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=110,40900.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=109,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,
721,1407032E,SAN JUANITO DE ESCOBEDO,14DPR3655R,L,VESPERTINO,SALVADOR FREGOSO,CARLOS HERNANDEZ AGUAYO,PRIMARIA,14.0,2.0,5.0,6.0,2.0,,,BENEFICIARIOS = 7 / ALIMENTO FRIO,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,1407033X,SAN JUANITO DE ESCOBEDO,14DTV0388Q,R,MATUTINO,BENITO JUAREZ,FRANCISCO GARCIA GONZALEZ,SECUNDARIA,47.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,1407034B,SAN JUANITO DE ESCOBEDO,14DPR2675Y,R,MATUTINO,IGNACIO ZARAGOZA,TOMAS ARTURO BERNAL,PRIMARIA,41.0,2.0,4.0,5.0,2.0,,,BENEFICIARIOS = 35 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,1407035F,SAN JUANITO DE ESCOBEDO,14DJN0839N,R,MATUTINO,NICOLAS BRAVO,LORENA GONZALEZ ESQUEDA,PREESCOLAR,22.0,2.0,3.0,2.0,2.0,,,BENEFICIARIOS = 22 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,8100.0,,,,,,,,,,,,,,,,,,,,,
725,1407036J,SAN JUANITO DE ESCOBEDO,14DPR2666Q,R,MATUTINO,VICENTE GUERRERO,LIZZETHE ROXANA SIERRA MUÃOZ,PRIMARIA,20.0,1.0,2.0,4.0,1.0,90000.0,179974.11,BENEFICIARIOS = 19 / ALIMENTO CALIENTE,,,,,,,500000.0,"TOTAL DE AULAS = 2/ POR SUSTITUIR USO EDUC = 1/ OTRO USO = 1/ OBSERVACIONES 1 USO EDUCATIVO, 1 BODEGA/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =1",eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,1407469J,SAN JUANITO DE ESCOBEDO,14DST0139W,R,MATUTINO,ESCUELA SECUNDARIA TECNICA 129,CRISPIN LOPEZ DADO,SECUNDARIA,101.0,10.0,5.0,5.0,5.0,,,,,,,,,,,,eJALISCO = 2 MB INSTALADO /,39000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=101,38000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=88,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,
727,1407210F,SAN MARCOS,14EES0500N,R,MATUTINO,MIXTA F 15,JOSE SANCHEZ MEDINA,SECUNDARIA,233.0,14.0,8.0,8.0,8.0,,,,,,,,,,,,INTERNET PARTICULAR /,,,,,,,109441.62,,,,,,,,,,,,,,,,,,,,,588319.99,,
728,1407211J,SAN MARCOS,14DPR3056W,R,MATUTINO,MARIANO MATAMOROS,MARTHA HORTENCIA GODINA ESPINOZA,PRIMARIA,153.0,6.0,6.0,7.0,6.0,90000.0,179999.98,BENEFICIARIOS = 125 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,1407213G,SAN MARCOS,14EJN0108Z,R,MATUTINO,ESTEFANIA CASTAÃEDA,IRMA LETICIA GALLARDO ALCANTAR,PREESCOLAR,109.0,5.0,5.0,5.0,5.0,,,BENEFICIARIOS = 90 / ALIMENTO CALIENTE,,,,,,,,,,,,12000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=124,,,,,,,,,,,,,,,,,,,,,,,,,,
730,1407214K,SAN MARCOS,14DJN1195T,R,MATUTINO,16 DE SEPTIEMBRE,ROSA ELIA ROMERO MARTINEZ,PREESCOLAR,52.0,3.0,3.0,3.0,3.0,,,BENEFICIARIOS = 55 / ALIMENTO CALIENTE,,,,,,,,,,40000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=52,,,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,
731,1407215D,SAN MARCOS,14EPR0657U,L,VESPERTINO,J TRINIDAD GARCIA,JOSE FERNANDO GUTIERREZ DIAZ,PRIMARIA,205.0,10.0,10.0,10.0,10.0,,,BENEFICIARIOS = 130 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /INTERNET PARTICULAR /,,,49500.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=205,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,
732,1407215D,SAN MARCOS,14EPR0658T,R,MATUTINO,J TRINIDAD GARCIA,IRMA RAMONA PARRA GUTIERREZ,PRIMARIA,61.0,5.0,6.0,10.0,5.0,,,BENEFICIARIOS = 55 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /INTERNET PARTICULAR /,52000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,1407216H,SAN MARCOS,14DPR2412O,R,MATUTINO,BENITO JUAREZ,ROSAURA MARGARITA ALCANTAR RODRIGUEZ,PRIMARIA,11.0,1.0,5.0,2.0,1.0,,,BENEFICIARIOS = 10 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,
734,1407217A,SAN MARCOS,14EJN0225P,R,MATUTINO,LAZARO CARDENAS,MARIA RAQUEL RUIZ JUAREZ,PREESCOLAR,12.0,1.0,3.0,2.0,2.0,,,BENEFICIARIOS = 10 / ALIMENTO CALIENTE,,,,,,,,,INTERNET PARTICULAR /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,1401511J,SAN MARTIN DE BOLAÃOS,14DTV0352B,R,MATUTINO,MIGUEL HIDALGO Y COSTILLA,FERNANDO IVAN NAVARRO SANCHEZ,SECUNDARIA,24.0,2.0,3.0,3.0,3.0,,,,,,,,,,500000.0,"TOTAL DE AULAS = 2/ POR SUSTITUIR USO EDUC = 1/ OTRO USO = 1/ OBSERVACIONES 1 USO EDUCATIVO, 1 SIN USO, NO REPORTA FOTOS/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
